czech,english,pronunciation,cefr_level,audio,language,item_order,category,block_number
ucho,ear,ˈɪɹ,A1,ear,1,437,,
každý,each,ˈiːtʃ,A1,each,1,439,,
ostatní,other,ˈʌðɚ,A1,other,1,826,,
navzájem,each other,ˈiːtʃ ˈʌðɚ,A1,each_other,1,438,,
splatná,due,dˈuː,A1,due,1,441,,
sušit,dry,dɹˈaɪ,A1,dry,1,442,,
suchý,dry,dɹˈaɪ,A2,dry,1,1879,,
buben,drum,dɹˈʌm,A1,drum,1,443,,
shodit,drop,dɹˈɑːp,A2,drop,1,1790,,
pokles,drop,dɹˈɑːp,A1,drop,1,444,,
řídit,drive,dɹˈaɪv,A1,drive,1,446,,
řidič,driver,dɹˈaɪvɚ,A1,driver,1,445,,
jet,drive,dɹˈaɪv,A2,drive,1,1792,,
jízda,drive,dɹˈaɪv,C1,drive,1,7876,,
pít,drink,dɹˈɪŋk,A1,drink,1,447,,
nápoj,drink,dɹˈɪŋk,A1,drink,1,448,,
raný,early,ˈɜːli,A1,early,1,449,,
brzy,early,ˈɜːli,A2,early,1,1953,,
událost,event,ᵻvˈɛnt,A1,event,1,450,,
každý,every,ˈɛvɹi,A1,every,1,451,,
tělo,body,bˈɑːdi,A1,body,1,1087,,
všichni,everybody,ˈɛvɹɪbˌɑːdi,A1,everybody,1,452,,
laskavost,favour,fˈeɪvɚ,A2,favour,1,1721,,
oblíbený,favourite,fˈeɪvɹɪt,A1,favourite,1,453,,
tlustý,fat,fˈæt,A1,fat,1,455,,
půst,fast,fˈæst,A1,fast,1,456,,
rychle,fast,fˈæst,A1,fast,1,457,,
hospodařit,farm,fˈɑːɹm,A1,farm,1,459,,
zemědělec,farmer,fˈɑːɹmɚ,A1,farmer,1,458,,
větrák,fan,fˈæn,A1,fan,1,460,,
sláva,fame,fˈeɪm,B2,fame,1,6224,,
slavný,famous,fˈeɪməs,A1,famous,1,461,,
rodina,family,fˈæmɪli,A1,family,1,462,,
falešný,false,fˈɔls,A1,false,1,463,,
veletrh,fair,fˈɛɹ,A1,fair,1,465,,
víla,fairy,fˈɛɹi,A1,fairy,1,464,,
továrna,factory,fˈæktɚɹi,A1,factory,1,466,,
tvář,face,fˈeɪs,A1,face,1,467,,
čelit,face,fˈeɪs,A2,face,1,1549,,
oko,eye,ˈaɪ,A1,eye,1,468,,
výdaj,expense,ɛkspˈɛns,B1,expense,1,4674,,
drahý,expensive,ɛkspˈɛnsɪv,A1,expensive,1,469,,
cvičit,exercise,ˈɛksɚsˌaɪz,A1,exercise,1,470,,
cvičení,exercise,ˈɛksɚsˌaɪz,A2,exercise,1,1624,,
omluvit,excuse,ɛkskjˈuːs,B1,excuse,1,4445,,
omluva,excuse,ɛkskjˈuːs,A1,excuse,1,471,,
vzrušující,exciting,ɛksˈaɪɾɪŋ,A1,exciting,1,472,,
vzrušený,excited,ɛksˈaɪɾᵻd,A1,excited,1,473,,
vynikající,excellent,ˈɛksələnt,A1,excellent,1,474,,
příklad,example,ɛɡzˈæmpəl,A1,example,1,475,,
kde,where,wˈɛɹ,A1,where,1,617,,
kam,where,wˈɛɹ,A1,where,1,615,,
všude,everywhere,ˈɛvɹɪwˌɛɹ,A1,everywhere,1,476,,
věc,thing,θˈɪŋ,A1,thing,1,538,,
všechno,everything,ˈɛvɹɪθˌɪŋ,A1,everything,1,477,,
každý,everyone,ˈɛvɹɪwˌʌn,A1,everyone,1,478,,
každodenní,everyday,ˈɛvɹɪdˌeɪ,A1,everyday,1,479,,
rád,glad,ɡlˈæd,A1,glad,1,480,,
u,near,nˈɪɹ,A1,near,1,481,,
blízko,near,nˈɪɹ,B1,near,1,3548,,
krk,neck,nˈɛk,A1,neck,1,482,,
potřebovat,need,nˈiːd,B2,need,1,6788,,
potřeba,need,nˈiːd,A1,need,1,483,,
nutnost,need,nˈiːd,A2,need,1,2158,,
pak,then,ðˈɛn,A1,then,1,484,,
jim,them,ðˈɛm,A1,them,1,485,,
jejich,their,ðˈɛɹ,A1,their,1,486,,
divadlo,theatre,θˈiəɾɚ,A1,theatre,1,487,,
(určitý člen),the,ðˈə,A1,the,1,488,,
že,that,ðˈæt,A1,that,1,489,,
aby,that,ðˈæt,A1,that,1,490,,
poděkovat,thank,θˈæŋk,A1,thank,1,492,,
díky,thanks,θˈæŋks,A1,thanks,1,491,,
než,than,ðˈɐn,A1,than,1,493,,
test,test,tˈɛst,A1,test,1,494,,
hrozný,terrible,tˈɛɹᵻbəl,A1,terrible,1,495,,
tam,there,ðˈɛɹ,A1,there,1,496,,
tenis,tennis,tˈɛnɪs,A1,tennis,1,497,,
chrám,temple,tˈɛmpəl,A1,temple,1,498,,
televize,television,tˈɛlᵻvˌɪʒən,A1,television,1,500,,
telefon,telephone,tˈɛlᵻfˌoʊn,A1,telephone,1,501,,
technologie,technology,tɛknˈɑːlədʒi,A1,technology,1,502,,
tým,team,tˈiːm,A1,team,1,503,,
učit,teach,tˈiːtʃ,A1,teach,1,505,,
učitel,teacher,tˈiːtʃɚ,A1,teacher,1,504,,
čaj,tea,tˈiː,A1,tea,1,506,,
taxi,taxi,tˈæksi,A1,taxi,1,507,,
vysoký,tall,tˈɔːl,A1,tall,1,508,,
mluvit,talk,tˈɔːk,A1,talk,1,509,,
hovor,talk,tˈɔːk,B1,talk,1,3759,,
vzít,take,tˈeɪk,A1,take,1,511,,
tyto,these,ðˈiːz,A1,these,1,512,,
tlustý,thick,θˈɪk,A1,thick,1,513,,
nástroj,tool,tˈuːl,A1,tool,1,514,,
příliš,too,tˈuː,A1,too,1,515,,
dnes večer,tonight,tənˈaɪt,A1,tonight,1,516,,
zítra,tomorrow,təmˈɑːɹoʊ,A1,tomorrow,1,517,,
toaleta,toilet,tˈɔɪlɪt,A1,toilet,1,519,,
spolu,together,təɡˈɛðɚ,A1,together,1,520,,
dnes,today,tədˈeɪ,A1,today,1,521,,
unavovat,tire,tˈaɪɚ,B1,tire,1,4291,,
unavený,tired,tˈaɪɚd,A1,tired,1,524,,
oni,they,ðˈeɪ,A1,they,1,526,,
těsné,tight,tˈaɪt,A1,tight,1,527,,
lístek,ticket,tˈɪkɪt,A1,ticket,1,528,,
hodit,throw,θɹˈoʊ,A2,throw,1,2128,,
hod,throw,θɹˈoʊ,A1,throw,1,530,,
těch,those,ðˈoʊz,A1,those,1,533,,
tento,this,ðˈɪs,A1,this,1,534,,
myslet,think,θˈɪŋk,A1,think,1,537,,
tenký,thin,θˈɪn,A1,thin,1,539,,
tygr,tiger,tˈaɪɡɚ,A1,tiger,1,540,,
tabulka,table,tˈeɪbəl,A1,table,1,542,,
plavat,swim,swˈɪm,A1,swim,1,574,,
plavání,swimming,swˈɪmɪŋ,A1,swimming,1,543,,
kámen,stone,stˈoʊn,A1,stone,1,544,,
stále,still,stˈɪl,A1,still,1,545,,
nehybný,still,stˈɪl,A2,still,1,1200,,
krok,step,stˈɛp,A1,step,1,546,,
zůstat,stay,stˈeɪ,A1,stay,1,547,,
pobyt,stay,stˈeɪ,B1,stay,1,3893,,
stanice,station,stˈeɪʃən,A1,station,1,548,,
začít,start,stˈɑːɹt,A1,start,1,549,,
start,start,stˈɑːɹt,A1,start,1,550,,
hvězda,star,stˈɑːɹ,A1,star,1,551,,
stát,stand,stˈænd,A1,stand,1,552,,
stánek,stand,stˈænd,A2,stand,1,1260,,
fáze,stage,stˈeɪdʒ,A1,stage,1,553,,
špion,spy,spˈaɪ,A1,spy,1,554,,
zastavit,stop,stˈɑːp,A1,stop,1,572,,
zastávka,stop,stˈɑːp,A1,stop,1,556,,
místo,spot,spˈɑːt,A1,spot,1,557,,
strávit,spend,spˈɛnd,A1,spend,1,558,,
kouzlo,spell,spˈɛl,A1,spell,1,559,,
mluvit,speak,spˈiːk,A1,speak,1,562,,
řeč,speech,spˈiːtʃ,A1,speech,1,560,,
speciální,special,spˈɛʃəl,A1,special,1,561,,
polévka,soup,sˈuːp,A1,soup,1,563,,
promiň,sorry,sˈɑːɹi,A1,sorry,1,564,,
brzy,soon,sˈuːn,A1,soon,1,565,,
píseň,song,sˈɔŋ,A1,song,1,566,,
syn,son,sˈʌn,A1,son,1,567,,
něco,something,sˈʌmθɪŋ,A1,something,1,568,,
někdo,someone,sˈʌmwʌn,A1,someone,1,569,,
sport,sport,spˈɔːɹt,A1,sport,1,570,,
bazén,pool,pˈuːl,A1,pool,1,769,,
bazén,swimming pool,swˈɪmɪŋ pˈuːl,A1,swimming_pool,1,571,,
sladký,sweet,swˈiːt,A1,sweet,1,575,,
přehled,survey,sˈɜːveɪ,A1,survey,1,576,,
překvapit,surprise,sɚpɹˈaɪz,A1,surprise,1,577,,
serf,surf,sˈɜːf,A1,surf,1,578,,
jistě,sure,ʃˈʊɹ,A1,sure,1,579,,
trh,market,mˈɑːɹkɪt,B1,market,1,3183,,
supermarket,supermarket,sˈuːpɚmˌɑːɹkɪt,A1,supermarket,1,580,,
super,super,sˈuːpɚ,A1,super,1,581,,
slunce,sun,sˈʌn,A1,sun,1,585,,
zářit,shine,ʃˈaɪn,A2,shine,1,1696,,
sluneční svit,sunshine,sˈʌnʃaɪn,A1,sunshine,1,582,,
slunný,sunny,sˈʌni,A1,sunny,1,583,,
obchod,store,stˈɔːɹ,A1,store,1,586,,
navrhnout,suggest,sədʒˈɛst,A2,suggest,1,1464,,
návrh,suggestion,sədʒˈɛstʃən,A1,suggestion,1,588,,
cukr,sugar,ʃˈʊɡɚ,A1,sugar,1,589,,
úspěch,success,səksˈɛs,A2,success,1,1411,,
úspěšný,successful,səksˈɛsfəl,A1,successful,1,590,,
cesta,way,wˈeɪ,A1,way,1,662,,
metro,subway,sˈʌbweɪ,A1,subway,1,591,,
předmět,subject,sˈʌbdʒɛkt,A1,subject,1,592,,
studovat,study,stˈʌdi,A1,study,1,593,,
student,student,stˈuːdənt,A1,student,1,594,,
silný,strong,stɹˈɔŋ,A1,strong,1,595,,
přísný,strict,stɹˈɪkt,A1,strict,1,596,,
ulice,street,stɹˈiːt,A1,street,1,597,,
zvláštní,strange,stɹˈeɪndʒ,A1,strange,1,598,,
rovný,straight,stɹˈeɪt,A1,straight,1,599,,
součet,sum,sˈʌm,A1,sum,1,600,,
téma,topic,tˈɑːpɪk,A1,topic,1,602,,
dotek,touch,tˈʌtʃ,A1,touch,1,603,,
výhra,win,wˈɪn,A1,win,1,604,,
bude,will,wˈɪl,A1,will,1,605,,
proč,why,wˈaɪ,A1,why,1,607,,
kdo,who,hˈuː,A1,who,1,610,,
čí,whose,hˈuːz,A1,whose,1,608,,
jehož,whose,hˈuːz,A1,whose,1,609,,
bílit,white,wˈaɪt,A1,white,1,611,,
bílý,white,wˈaɪt,A1,white,1,612,,
jaký,which,wˈɪtʃ,A1,which,1,613,,
který,which,wˈɪtʃ,A1,which,1,614,,
vítr,wind,wˈɪnd,A1,wind,1,616,,
když,when,wˈɛn,A1,when,1,618,,
kolo,wheel,wˈiːl,A1,wheel,1,619,,
jaký,what,wˈʌt,A1,what,1,620,,
co,what,wˈʌt,A1,what,1,621,,
byli,were,wˈɜː,A1,were,1,622,,
studna,well,wˈɛl,A1,well,1,623,,
dobře,well,wˈɛl,A1,well,1,624,,
vítejte,welcome,wˈɛlkʌm,A1,welcome,1,625,,
týden,week,wˈiːk,A1,week,1,627,,
víkend,weekend,wˈiːkɛnd,A1,weekend,1,626,,
počasí,weather,wˈɛðɚ,A1,weather,1,629,,
kdy,when,wˈɛn,A1,when,1,630,,
nosit (oblečení),wear,wˈɛɹ,A1,wear,1,631,,
okno,window,wˈɪndoʊ,A1,window,1,632,,
přát si,wish,wˈɪʃ,A1,wish,1,633,,
zoo,zoo,zˈuː,A1,zoo,1,634,,
tvůj,your,jˈʊɹ,A1,your,1,637,,
ty sám,yourself,jɔːɹsˈɛlf,A1,yourself,1,635,,
mladý,young,jˈʌŋ,A1,young,1,638,,
vy,you,jˈuː,A1,you,1,639,,
jogurt,yoghurt,jˈoʊɡɚt,A1,yoghurt,1,640,,
ještě,yet,jˈɛt,A1,yet,1,641,,
včera,yesterday,jˈɛstɚdˌeɪ,A1,yesterday,1,642,,
ano,yes,jˈɛs,A1,yes,1,643,,
žlutý,yellow,jˈɛloʊ,A1,yellow,1,644,,
rok,year,jˈɪɹ,A1,year,1,645,,
yard,yard,jˈɑːɹd,A1,yard,1,647,,
napsat,write,ɹˈaɪt,A1,write,1,649,,
spisovatel,writer,ɹˈaɪɾɚ,A1,writer,1,648,,
by dělal,would,wˈʊd,A1,would,1,650,,
starost,worry,wˈʌɹi,A1,worry,1,651,,
svět,world,wˈɜːld,A1,world,1,652,,
pracovník,worker,wˈɜːkɚ,A1,worker,1,653,,
slovo,word,wˈɜːd,A1,word,1,656,,
úžasné,wonderful,wˈʌndɚfəl,A1,wonderful,1,657,,
špatně,wrong,ɹˈɔŋ,A1,wrong,1,660,,
voda,water,wˈɔːɾɚ,A1,water,1,663,,
strýc,uncle,ˈʌŋkəl,A1,uncle,1,664,,
deštník,umbrella,ʌmbɹˈɛlə,A1,umbrella,1,665,,
škaredý,ugly,ˈʌɡli,A1,ugly,1,666,,
typ,type,tˈaɪp,A1,type,1,667,,
televize,TV,tˌiːvˈiː,A1,tv,1,671,,
zatočit,turn,tˈɜːn,A1,turn,1,672,,
obrat,turn,tˈɜːn,A1,turn,1,673,,
krocan,turkey,tˈɜːki,A1,turkey,1,674,,
roura,tube,tˈuːb,A1,tube,1,677,,
pokus,try,tɹˈaɪ,A1,try,1,678,,
věrný,true,tɹˈuː,A1,true,1,679,,
nákladní auto,truck,tɹˈʌk,A1,truck,1,680,,
výlet,trip,tɹˈɪp,A1,trip,1,682,,
strom,tree,tɹˈiː,A1,tree,1,683,,
cestovat,travel,tɹˈævəl,A1,travel,1,684,,
vlak,train,tɹˈeɪn,A1,train,1,685,,
hračka,toy,tˈɔɪ,A1,toy,1,686,,
věž,tower,tˈaʊɚ,A1,tower,1,688,,
ručník,towel,tˈaʊəl,A1,towel,1,689,,
košile,shirt,ʃˈɜːt,A1,shirt,1,857,,
tričko,T-shirt,tˈiːʃˈɜːt,A1,teeshirt,1,690,,
podtrhnout,underline,ˌʌndɚlˈaɪn,A1,underline,1,691,,
nahoru,up,ˈʌp,A1,up,1,693,,
sledovat,watch,wˈɑːtʃ,A1,watch,1,695,,
hodinky,watch,wˈɑːtʃ,A1,watch,1,694,,
umýt,wash,wˈɑːʃ,A1,wash,1,696,,
praní,wash,wˈɑːʃ,A1,wash,1,697,,
teplo,warm,wˈɔːɹm,A1,warm,1,699,,
válka,war,wˈɔːɹ,A1,war,1,700,,
chtít,want,wˈɔnt,A1,want,1,701,,
zeď,wall,wˈɔːl,A1,wall,1,702,,
chodit,walk,wˈɔːk,A1,walk,1,703,,
chůze,walk,wˈɔːk,A1,walk,1,704,,
probudit,wake,wˈeɪk,A1,wake,1,705,,
čekat,wait,wˈeɪt,A1,wait,1,708,,
číšník,waiter,wˈeɪɾɚ,A1,waiter,1,707,,
servírka,waitress,wˈeɪtɹəs,A1,waitress,1,706,,
hlasování,vote,vˈoʊt,A1,vote,1,709,,
volejbal,volleyball,vˈɑːlɪbˌɔːl,A1,volleyball,1,710,,
návštívit,visit,vˈɪzɪt,A1,visit,1,711,,
návštěva,visit,vˈɪzɪt,A1,visit,1,712,,
video,video,vˈɪdɪoʊ,A1,video,1,713,,
velmi,very,vˈɛɹi,A1,very,1,714,,
zeleniny,vegetable,vˈɛdʒɪɾəbəl,A1,vegetable,1,715,,
váza,vase,vˈeɪs,A1,vase,1,716,,
dovolená,vacation,veɪkˈeɪʃən,A1,vacation,1,717,,
použít,use,jˈuːs,A1,use,1,719,,
nás,us,ˈʌs,A1,us,1,720,,
nějaký,some,sˈʌm,A1,some,1,721,,
vyřešit,solve,sˈɑːlv,A1,solve,1,722,,
pohovka,sofa,sˈoʊfə,A1,sofa,1,723,,
sociální,social,sˈoʊʃəl,A1,social,1,724,,
kus,piece,pˈiːs,A1,piece,1,725,,
obrázek,picture,pˈɪktʃɚ,A1,picture,1,726,,
piknik,picnic,pˈɪknɪk,A1,picnic,1,727,,
vybrat,pick,pˈɪk,A1,pick,1,728,,
klavír,piano,piˈænoʊ,A1,piano,1,729,,
fotografie,photo,fˈoʊɾoʊ,A1,photo,1,730,,
mazlíček,pet,pˈɛt,A1,pet,1,733,,
osobní,personal,pˈɜːsənəl,A1,personal,1,734,,
období,period,pˈiəɹɪəd,A1,period,1,736,,
prase,pig,pˈɪɡ,A1,pig,1,737,,
pero,pen,pˈɛn,A1,pen,1,739,,
mír,peace,pˈiːs,A1,peace,1,740,,
platit,pay,pˈeɪ,A1,pay,1,741,,
platba,pay,pˈeɪ,A1,pay,1,742,,
minulost,past,pˈæst,A1,past,1,743,,
večírek,party,pˈɑːɹɾi,A1,party,1,744,,
partner,partner,pˈɑːɹtnɚ,A1,partner,1,745,,
park,park,pˈɑːɹk,A1,park,1,746,,
pardon,pardon,pˈɑːɹdən,A1,pardon,1,748,,
odstavec,paragraph,pˈæɹəɡɹˌæf,A1,paragraph,1,749,,
papír,paper,pˈeɪpɚ,A1,paper,1,750,,
tužka,pencil,pˈɛnsəl,A1,pencil,1,751,,
kalhoty,pants,pˈænts,A1,pants,1,752,,
růžový,pink,pˈɪŋk,A1,pink,1,753,,
místo,place,plˈeɪs,A1,place,1,754,,
problém,problem,pɹˈɑːbləm,A1,problem,1,755,,
princ,prince,pɹˈɪns,A1,prince,1,757,,
princezna,princess,pɹˈɪnsɛs,A1,princess,1,756,,
cena,price,pɹˈaɪs,A1,price,1,758,,
pěkný,pretty,pɹˈɪɾi,A1,pretty,1,759,,
současnost,present,pɹˈɛzənt,A1,present,1,760,,
modlit se,pray,pɹˈeɪ,A1,pray,1,761,,
trénovat,practise,pɹˈæktɪs,A1,practise,1,762,,
trénink,practice,pɹˈæktɪs,A1,practice,1,763,,
zveřejnit,post,pˈoʊst,A1,post,1,766,,
plakát,poster,pˈoʊstɚ,A1,poster,1,765,,
pizza,pizza,pˈiːtsə,A1,pizza,1,767,,
bouchnout,pop,pˈɑːp,A1,pop,1,768,,
znečištění,pollution,pəlˈuːʃən,A1,pollution,1,770,,
bod,point,pˈɔɪnt,A1,point,1,771,,
báseň,poem,pˈoʊᵻm,A1,poem,1,772,,
kapsa,pocket,pˈɑːkɪt,A1,pocket,1,773,,
prosím,please,plˈiːz,A1,please,1,775,,
potěšení,pleasure,plˈɛʒɚ,A1,pleasure,1,774,,
rovina,plane,plˈeɪn,A1,plane,1,779,,
plán,plan,plˈæn,A1,plan,1,780,,
chudý,poor,pˈʊɹ,A1,poor,1,781,,
palác,palace,pˈælɪs,A1,palace,1,782,,
pár,pair,pˈɛɹ,A1,pair,1,783,,
malovat,paint,pˈeɪnt,A1,paint,1,815,,
nátěr,paint,pˈeɪnt,A1,paint,1,816,,
malování,painting,pˈeɪntɪŋ,A1,painting,1,784,,
obraz,painting,pˈeɪntɪŋ,A1,painting,1,784,,
z,of,ˈʌv,A1,of,1,785,,
hodin,o'clock,əklˈɑːk,A1,oclock,1,787,,
zdravotní sestra,nurse,nˈɜːs,A1,nurse,1,788,,
číslo,number,nˈʌmbɚ,A1,number,1,789,,
teď,now,nˈaʊ,A1,now,1,790,,
nic,nothing,nˈʌθɪŋ,A1,nothing,1,792,,
poznamenat,note,nˈoʊt,A1,note,1,794,,
poznámka,note,nˈoʊt,A1,note,1,795,,
kniha,book,bˈʊk,A1,book,1,1106,,
notebook,notebook,nˈoʊtbʊk,A1,notebook,1,793,,
ne,not,nˈɑːt,A1,not,1,796,,
vypnuto,off,ˈɔf,A1,off,1,797,,
nos,nose,nˈoʊz,A1,nose,1,798,,
žádný,no,nˈoʊ,A1,no,1,800,,
pěkný,nice,nˈaɪs,A1,nice,1,805,,
nový,new,nˈuː,A1,new,1,808,,
zprávy,news,nˈuːz,A1,news,1,807,,
noviny,newspaper,nˈuːzpeɪpɚ,A1,newspaper,1,806,,
soused,neighbour,nˈeɪbɚ,A1,neighbour,1,810,,
hluk,noise,nˈɔɪz,A1,noise,1,811,,
kancelář,office,ˈɑːfɪs,A1,office,1,812,,
důstojník,officer,ˈɑːfɪsɚ,A1,officer,1,813,,
strana,page,pˈeɪdʒ,A1,page,1,817,,
odpoledne,PM,pˌiːˈɛm,A1,pm,1,818,,
vlastnit,own,ˈoʊn,A2,own,1,2022,,
vlastní,own,ˈoʊn,A1,own,1,820,,
majitel,owner,ˈoʊnɚ,A1,owner,1,819,,
přes,over,ˈoʊvɚ,A1,over,1,821,,
strana,side,sˈaɪd,A1,side,1,858,,
venku,outside,aʊtsˈaɪd,A1,outside,1,822,,
náš,our,ˈaʊɚ,A1,our,1,825,,
naše,ours,aʊˈɚz,A1,ours,1,824,,
objednávka,order,ˈɔːɹdɚ,A1,order,1,827,,
pomerančový,orange,ˈɔɹɪndʒ,A1,orange,1,828,,
nebo,or,ˈɔːɹ,A1,or,1,829,,
opera,opera,ˈɑːpɚɹə,A1,opera,1,830,,
otevřít,open,ˈoʊpən,A1,open,1,831,,
otevřeno,open,ˈoʊpən,A1,open,1,832,,
pouze,only,ˈoʊnli,A1,only,1,833,,
na,on,ˈɔn,A1,on,1,838,,
olympiády,Olympics,əlˈɪmpɪks,A1,olympics,1,839,,
starý,old,ˈoʊld,A1,old,1,840,,
okej,okay,oʊkˈeɪ,A1,okay,1,841,,
program,programme,pɹˈoʊɡɹæm,A1,programme,1,842,,
fialová,purple,pˈɜːpəl,A1,purple,1,844,,
dát,put,pˈʊt,A1,put,1,845,,
nemocný,sick,sˈɪk,A1,sick,1,846,,
plachý,shy,ʃˈaɪ,A1,shy,1,847,,
sprcha,shower,ʃˈaʊɚ,A1,shower,1,848,,
šou,show,ʃˈoʊ,A1,show,1,849,,
rameno,shoulder,ʃˈoʊldɚ,A1,shoulder,1,850,,
by měl,should,ʃˈʊd,A1,should,1,851,,
krátit,short,ʃˈɔːɹt,A1,short,1,852,,
krátký,short,ʃˈɔːɹt,A1,short,1,853,,
obchod,shop,ʃˈɑːp,A1,shop,1,855,,
nakupování,shopping,ʃˈɑːpɪŋ,A1,shopping,1,854,,
bota,shoe,ʃˈuː,A1,shoe,1,856,,
loď,ship,ʃˈɪp,A1,ship,1,859,,
sdílet,share,ʃˈɛɹ,A1,share,1,862,,
třepat,shake,ʃˈeɪk,A1,shake,1,863,,
sestavit,set,sˈɛt,A1,set,1,867,,
věta,sentence,sˈɛntəns,A1,sentence,1,869,,
prodat,sell,sˈɛl,A1,sell,1,870,,
já,self,sˈɛlf,A1,self,1,871,,
vidět,see,sˈiː,A1,see,1,873,,
pohled,sight,sˈaɪt,A1,sight,1,874,,
zpívat,sing,sˈɪŋ,A1,sing,1,875,,
fotbal,soccer,sˈɑːkɚ,A1,soccer,1,876,,
tak,so,sˈoʊ,A1,so,1,877,,
sníh,snow,snˈoʊ,A1,snow,1,879,,
zasněžený,snowy,snˈoʊi,A1,snowy,1,878,,
had,snake,snˈeɪk,A1,snake,1,880,,
kouř,smoke,smˈoʊk,A1,smoke,1,882,,
kouření,smoking,smˈoʊkɪŋ,A1,smoking,1,881,,
kovář,smith,smˈɪθ,A1,smith,1,883,,
úsměv,smile,smˈaɪl,A1,smile,1,884,,
vůně,smell,smˈɛl,A1,smell,1,885,,
chytrý,smart,smˈɑːɹt,A1,smart,1,886,,
malý,small,smˈɔːl,A1,small,1,887,,
znamení,sign,sˈaɪn,A1,sign,1,888,,
pomalý,slow,slˈoʊ,A1,slow,1,889,,
nebe,sky,skˈaɪ,A1,sky,1,890,,
sukně,skirt,skˈɜːt,A1,skirt,1,891,,
dovednost,skill,skˈɪl,A1,skill,1,892,,
velikost,size,sˈaɪz,A1,size,1,893,,
místo,site,sˈaɪt,A1,site,1,897,,
sedět,sit,sˈɪt,A1,sit,1,898,,
sestra,sister,sˈɪstɚ,A1,sister,1,899,,
Pane,sir,sˈɜː,A1,sir,1,900,,
zpěvák,singer,sˈɪŋɚ,A1,singer,1,901,,
spát,sleep,slˈiːp,A1,sleep,1,902,,
sekce,section,sˈɛkʃən,A1,section,1,903,,
sedadlo,seat,sˈiːt,A1,seat,1,905,,
stuha,ribbon,ɹˈɪbən,A1,ribbon,1,906,,
recenze,review,ɹᵻvjˈuː,A1,review,1,907,,
výsledek,result,ɹɪzˈʌlt,A1,result,1,908,,
restaurace,restaurant,ɹˈɛstɹɑːnt,A1,restaurant,1,909,,
zpráva,report,ɹᵻpˈɔːɹt,A2,report,1,1433,,
zpravodaj,reporter,ɹᵻpˈɔːɹɾɚ,A1,reporter,1,910,,
opakovat,repeat,ɹᵻpˈiːt,A1,repeat,1,911,,
pamatovat si,remember,ɹᵻmˈɛmbɚ,A1,remember,1,912,,
červený,red,ɹˈɛd,A1,red,1,913,,
důvod,reason,ɹˈiːzən,A1,reason,1,914,,
skutečný,real,ɹˈiːəl,A1,real,1,916,,
opravdu,really,ɹˈiəli,A1,really,1,915,,
nemovitý,real,ɹˈiːəl,A1,real,1,917,,
rýže,rice,ɹˈaɪs,A1,rice,1,918,,
připraveno,ready,ɹˈɛdi,A1,ready,1,919,,
číst,read,ɹˈiːd,A1,read,1,921,,
čtenář,reader,ɹˈiːdɚ,A1,reader,1,920,,
krysa,rat,ɹˈæt,A1,rat,1,922,,
pršet,rain,ɹˈeɪn,A1,rain,1,924,,
déšť,rain,ɹˈeɪn,A1,rain,1,925,,
deštivý,rainy,ɹˈeɪni,A1,rainy,1,923,,
králičí,rabbit,ɹˈæbɪt,A1,rabbit,1,927,,
klid,quiet,kwˈaɪət,A1,quiet,1,928,,
rychle,quickly,kwˈɪkli,A1,quickly,1,929,,
zpochybňovat,question,kwˈɛstʃən,B2,question,1,5663,,
otázka,question,kwˈɛstʃən,A1,question,1,930,,
čtvrtletí,quarter,kwˈɔːɹɾɚ,A1,quarter,1,931,,
čtení,reading,ɹˈiːdɪŋ,A1,reading,1,932,,
vydatný,rich,ɹˈɪtʃ,A1,rich,1,933,,
jízda,ride,ɹˈaɪd,A1,ride,1,934,,
jezdit,ride,ɹˈaɪd,A1,ride,1,935,,
moře,sea,sˈiː,A1,sea,1,936,,
věda,science,sˈaɪəns,A1,science,1,938,,
vědec,scientist,sˈaɪəntɪst,A1,scientist,1,937,,
škola,school,skˈuːl,A1,school,1,939,,
říci,say,sˈeɪ,A1,say,1,940,,
pila,saw,sˈɔː,A1,saw,1,941,,
uložit,save,sˈeɪv,A1,save,1,942,,
sendvič,sandwich,sˈændwɪtʃ,A1,sandwich,1,944,,
stejný,same,sˈeɪm,A1,same,1,945,,
prodej,sale,sˈeɪl,A1,sale,1,946,,
salát,salad,sˈæləd,A1,salad,1,947,,
plachta,sail,sˈeɪl,B2,sail,1,5620,,
námořník,sailor,sˈeɪlɚ,A1,sailor,1,948,,
smutný,sad,sˈæd,A1,sad,1,949,,
běžet,run,ɹˈʌn,A1,run,1,950,,
běh,run,ɹˈʌn,A1,run,1,951,,
pravidlo,rule,ɹˈuːl,A1,rule,1,953,,
pravítko,ruler,ɹˈuːlɚ,A1,ruler,1,952,,
hrubý,rude,ɹˈuːd,A1,rude,1,954,,
řádek,row,ɹˈoʊ,A1,row,1,955,,
růže,rose,ɹˈoʊz,A1,rose,1,956,,
úloha,role,ɹˈoʊl,A1,role,1,958,,
řeka,river,ɹˈɪvɚ,A1,river,1,959,,
prsten,ring,ɹˈɪŋ,A1,ring,1,960,,
správný,right,ɹˈaɪt,A1,right,1,961,,
právo,right,ɹˈaɪt,A1,right,1,962,,
tlačit,push,pˈʊʃ,A1,push,1,963,,
víčko,cap,kˈæp,A1,cap,1,964,,
album,album,ˈælbəm,A1,album,1,968,,
přinést,bring,bɹˈɪŋ,A1,bring,1,969,,
stát za něčím,behind,bᵻhˈaɪnd,A1,behind,1,970,,
